Country Name,"Country Code","Series Name","Series Code","1996 [YR1996]","2000 [YR2000]","2004 [YR2004]","2008 [YR2008]","2012 [YR2012]","2016 [YR2016]","2020 [YR2020]"
Albania,"ALB","Control of Corruption: Estimate","CC.EST","-0.893903493881226","-0.855563640594482","-0.723731815814972","-0.605212390422821","-0.778729438781738","-0.44898048043251","-0.551931083202362"
Albania,"ALB","Control of Corruption: Number of Sources","CC.NO.SRC","3","5","8","11","13","11","9"
Albania,"ALB","Control of Corruption: Percentile Rank","CC.PER.RNK","19.3548393249512","23.9361705780029","27.5862064361572","33.980583190918","25.1184825897217","37.980770111084","31.730770111084"
Albania,"ALB","Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval","CC.PER.RNK.LOWER","2.68817210197449","5.31914901733398","15.2709360122681","20.3883495330811","17.0616111755371","27.884614944458","23.0769233703613"
Albania,"ALB","Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval","CC.PER.RNK.UPPER","43.0107536315918","40.957447052002","39.4088668823242","41.7475738525391","34.5971565246582","49.038459777832","45.1923065185547"
Albania,"ALB","Control of Corruption: Standard Error","CC.STD.ERR","0.315914034843445","0.234359592199326","0.185233280062675","0.144490748643875","0.128089383244514","0.13899339735508","0.150446966290474"
Albania,"ALB","Government Effectiveness: Estimate","GE.EST","-0.68858790397644","-0.917780160903931","-0.409061759710312","-0.370871335268021","-0.267875999212265","0.0597151108086109","-0.124956652522087"
Albania,"ALB","Government Effectiveness: Number of Sources","GE.NO.SRC","2","3","5","8","9","7","6"
Albania,"ALB","Government Effectiveness: Percentile Rank","GE.PER.RNK","25.6830596923828","19.6721305847168","44.2786064147949","43.2038841247559","44.5497627258301","55.769229888916","48.0769233703613"
Albania,"ALB","Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval","GE.PER.RNK.LOWER","15.8469944000244","4.37158489227295","21.3930339813232","25.2427177429199","31.7535552978516","40.8653831481934","30.769229888916"
Albania,"ALB","Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval","GE.PER.RNK.UPPER","38.2513656616211","38.2513656616211","57.7114410400391","56.7961158752441","59.2417068481445","67.788459777832","62.980770111084"
Albania,"ALB","Government Effectiveness: Standard Error","GE.STD.ERR","0.181661412119865","0.277303487062454","0.272096484899521","0.229369223117828","0.210786655545235","0.221146702766418","0.257121503353119"
Albania,"ALB","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","-0.336625128984451","-0.539989590644836","-0.427259683609009","-0.0305009130388498","-0.143631592392921","0.344644665718079","0.0875523090362549"
Albania,"ALB","Political Stability and Absence of Violence/Terrorism: Number of Sources","PV.NO.SRC","3","3","4","6","8","8","6"
Albania,"ALB","Political Stability and Absence of Violence/Terrorism: Percentile Rank","PV.PER.RNK","35.638298034668","29.6296291351318","30.0970878601074","43.269229888916","40.2843589782715","58.0952377319336","49.5283012390137"
Albania,"ALB","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval","PV.PER.RNK.LOWER","17.021276473999","13.2275133132935","18.9320392608643","29.8076915740967","29.8578205108643","47.1428565979004","35.8490562438965"
Albania,"ALB","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval","PV.PER.RNK.UPPER","57.4468078613281","50.7936515808105","48.5436897277832","57.6923065185547","53.554500579834","70","60.3773574829102"
Albania,"ALB","Political Stability and Absence of Violence/Terrorism: Standard Error","PV.STD.ERR","0.421715974807739","0.396205484867096","0.316001296043396","0.263591170310974","0.221984326839447","0.207795679569244","0.236120238900185"
Albania,"ALB","Regulatory Quality: Estimate","RQ.EST","-0.474401652812958","-0.415910124778748","-0.187491565942764","0.137666508555412","0.240491986274719","0.196168705821037","0.235864624381065"
Albania,"ALB","Regulatory Quality: Number of Sources","RQ.NO.SRC","4","5","7","9","11","9","7"
Albania,"ALB","Regulatory Quality: Percentile Rank","RQ.PER.RNK","30.4347820281982","33.6956520080566","47.7611923217773","56.7961158752441","58.7677726745605","61.538459777832","59.6153831481934"
Albania,"ALB","Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval","RQ.PER.RNK.LOWER","15.7608699798584","16.3043479919434","31.8407955169678","50","51.6587677001953","49.038459777832","45.6730766296387"
Albania,"ALB","Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval","RQ.PER.RNK.UPPER","57.6086959838867","57.6086959838867","58.2089538574219","65.0485458374023","68.2464447021484","68.2692337036133","72.1153869628906"
Albania,"ALB","Regulatory Quality: Standard Error","RQ.STD.ERR","0.327361285686493","0.306227415800095","0.200131207704544","0.193489730358124","0.18147948384285","0.196627601981163","0.220767647027969"
Albania,"ALB","Rule of Law: Estimate","RL.EST","-0.684481799602509","-1.02066767215729","-0.701032340526581","-0.600079298019409","-0.519839763641357","-0.304018437862396","-0.349165230989456"
Albania,"ALB","Rule of Law: Number of Sources","RL.NO.SRC","6","8","10","13","16","11","10"
Albania,"ALB","Rule of Law: Percentile Rank","RL.PER.RNK","28.6432151794434","18.9054718017578","29.3269233703613","34.1346168518066","39.9061050415039","42.788459777832","40.8653831481934"
Albania,"ALB","Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval","RL.PER.RNK.LOWER","16.582914352417","6.46766185760498","16.3461532592773","21.634614944458","27.6995296478271","31.25","30.2884616851807"
Albania,"ALB","Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval","RL.PER.RNK.UPPER","42.2110557556152","31.8407955169678","42.3076934814453","43.75","46.0093879699707","52.8846168518066","50"
Albania,"ALB","Rule of Law: Standard Error","RL.STD.ERR","0.246615290641785","0.217719539999962","0.198606133460999","0.156924396753311","0.131550967693329","0.165534049272537","0.146320477128029"
Albania,"ALB","Voice and Accountability: Estimate","VA.EST","-0.648297846317291","-0.285138666629791","0.00723749911412597","0.174939081072807","0.0220640376210213","0.170948684215546","0.0883624628186226"
Albania,"ALB","Voice and Accountability: Number of Sources","VA.NO.SRC","5","6","9","13","16","12","10"
Albania,"ALB","Voice and Accountability: Percentile Rank","VA.PER.RNK","29.5","41.2935333251953","49.038459777832","53.3653831481934","50.7042236328125","52.2167472839355","51.2077293395996"
Albania,"ALB","Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval","VA.PER.RNK.LOWER","16.5","30.8457717895508","39.9038467407227","45.6730766296387","43.6619720458984","45.320198059082","40.5797119140625"
Albania,"ALB","Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval","VA.PER.RNK.UPPER","40.5","51.7412948608398","58.1730766296387","58.1730766296387","56.3380279541016","57.6354675292969","56.5217399597168"
Albania,"ALB","Voice and Accountability: Standard Error","VA.STD.ERR","0.225410878658295","0.196420565247536","0.175275072455406","0.134313121438026","0.117871649563313","0.122665293514729","0.125340864062309"
Algeria,"DZA","Control of Corruption: Estimate","CC.EST","-0.566740930080414","-0.987298190593719","-0.699272692203522","-0.633444845676422","-0.521544516086578","-0.652786314487457","-0.645068347454071"
Algeria,"DZA","Control of Corruption: Number of Sources","CC.NO.SRC","4","4","8","10","12","10","6"
Algeria,"DZA","Control of Corruption: Percentile Rank","CC.PER.RNK","33.3333320617676","16.4893608093262","29.0640392303467","33.4951438903809","36.0189590454102","30.2884616851807","27.884614944458"
Algeria,"DZA","Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval","CC.PER.RNK.LOWER","16.6666660308838","0.531914889812469","15.2709360122681","18.4466018676758","24.6445503234863","15.865385055542","18.269229888916"
Algeria,"DZA","Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval","CC.PER.RNK.UPPER","52.6881713867188","36.1702117919922","40.8866996765137","42.7184448242188","48.8151664733887","42.788459777832","42.788459777832"
Algeria,"DZA","Control of Corruption: Standard Error","CC.STD.ERR","0.262076586484909","0.250185400247574","0.184635117650032","0.169659584760666","0.157309725880623","0.161509081721306","0.185798391699791"
Algeria,"DZA","Government Effectiveness: Estimate","GE.EST","-1.08876645565033","-1.01074934005737","-0.553408741950989","-0.596755087375641","-0.444745928049088","-0.430877894163132","-0.544885635375977"
Algeria,"DZA","Government Effectiveness: Number of Sources","GE.NO.SRC","3","3","6","7","8","9","6"
Algeria,"DZA","Government Effectiveness: Percentile Rank","GE.PER.RNK","13.1147537231445","15.8469944000244","36.8159217834473","33.4951438903809","40.7582931518555","36.538459777832","31.25"
Algeria,"DZA","Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval","GE.PER.RNK.LOWER","6.01092910766602","4.37158489227295","20.3980102539063","16.990291595459","23.6966819763184","22.5961532592773","16.3461532592773"
Algeria,"DZA","Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval","GE.PER.RNK.UPPER","21.8579235076904","31.1475410461426","48.2587051391602","48.0582542419434","53.0805702209473","49.038459777832","47.1153831481934"
Algeria,"DZA","Government Effectiveness: Standard Error","GE.STD.ERR","0.173903718590736","0.238578706979752","0.195500358939171","0.23233625292778","0.218780323863029","0.197784438729286","0.245914950966835"
Algeria,"DZA","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","-1.78331053256989","-1.43257737159729","-1.35918843746185","-1.09584629535675","-1.32504332065582","-1.09752571582794","-0.840253829956055"
Algeria,"DZA","Political Stability and Absence of Violence/Terrorism: Number of Sources","PV.NO.SRC","4","4","6","7","7","7","5"
Algeria,"DZA","Political Stability and Absence of Violence/Terrorism: Percentile Rank","PV.PER.RNK","5.31914901733398","10.0529098510742","10.6796112060547","14.9038457870483","9.47867298126221","12.380952835083","17.9245281219482"
Algeria,"DZA","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval","PV.PER.RNK.LOWER","2.12765955924988","2.64550256729126","4.36893224716187","9.61538505554199","5.68720388412476","8.5714282989502","11.3207550048828"
Algeria,"DZA","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval","PV.PER.RNK.UPPER","12.2340421676636","19.5767192840576","18.9320392608643","23.5576915740967","18.0094795227051","20","30.1886787414551"
Algeria,"DZA","Political Stability and Absence of Violence/Terrorism: Standard Error","PV.STD.ERR","0.373912304639816","0.342506408691406","0.286855816841125","0.246047765016556","0.226807355880737","0.212601110339165","0.241320118308067"
Algeria,"DZA","Regulatory Quality: Estimate","RQ.EST","-0.907437264919281","-0.710209369659424","-0.441777735948563","-0.62473601102829","-1.32038903236389","-1.23002624511719","-1.33929824829102"
Algeria,"DZA","Regulatory Quality: Number of Sources","RQ.NO.SRC","4","4","7","7","7","7","5"
Algeria,"DZA","Regulatory Quality: Percentile Rank","RQ.PER.RNK","20.1086959838867","23.3695659637451","36.8159217834473","29.1262130737305","9.00473976135254","9.61538505554199","8.65384578704834"
Algeria,"DZA","Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval","RQ.PER.RNK.LOWER","7.0652174949646","11.4130430221558","20.8955230712891","17.4757289886475","2.36966824531555","4.32692289352417","3.8461537361145"
Algeria,"DZA","Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval","RQ.PER.RNK.UPPER","36.4130439758301","41.3043479919434","48.756217956543","46.6019401550293","19.4312801361084","20.1923084259033","15.865385055542"
Algeria,"DZA","Regulatory Quality: Standard Error","RQ.STD.ERR","0.311746507883072","0.307668596506119","0.195534750819206","0.214288800954819","0.22556360065937","0.231797769665718","0.247475370764732"
Algeria,"DZA","Rule of Law: Estimate","RL.EST","-1.21819484233856","-1.24584436416626","-0.616287350654602","-0.767772257328033","-0.812617719173431","-0.906229853630066","-0.793100297451019"
Algeria,"DZA","Rule of Law: Number of Sources","RL.NO.SRC","6","6","11","13","14","11","8"
Algeria,"DZA","Rule of Law: Percentile Rank","RL.PER.RNK","12.5628137588501","11.4427862167358","34.1346168518066","24.519229888916","24.8826293945313","18.269229888916","22.115385055542"
Algeria,"DZA","Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval","RL.PER.RNK.LOWER","4.52261304855347","2.98507452011108","19.230770111084","15.384614944458","14.0845069885254","9.61538505554199","13.942307472229"
Algeria,"DZA","Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval","RL.PER.RNK.UPPER","22.1105518341064","21.8905467987061","42.788459777832","36.538459777832","34.7417831420898","30.769229888916","32.6923065185547"
Algeria,"DZA","Rule of Law: Standard Error","RL.STD.ERR","0.212429106235504","0.183204844594002","0.176368087530136","0.158989131450653","0.153687059879303","0.187881007790565","0.171461284160614"
Algeria,"DZA","Voice and Accountability: Estimate","VA.EST","-1.16629016399384","-1.11005222797394","-0.802059054374695","-0.979712247848511","-0.906026601791382","-0.861592352390289","-1.08801770210266"
Algeria,"DZA","Voice and Accountability: Number of Sources","VA.NO.SRC","6","7","13","16","16","12","9"
Algeria,"DZA","Voice and Accountability: Percentile Rank","VA.PER.RNK","14.5","14.4278602600098","23.5576915740967","20.6730766296387","22.5352115631104","23.645320892334","19.3236713409424"
Algeria,"DZA","Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval","VA.PER.RNK.LOWER","8","8.95522403717041","18.75","14.9038457870483","15.4929580688477","19.2118225097656","13.5265703201294"
Algeria,"DZA","Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval","VA.PER.RNK.UPPER","23","24.8756217956543","29.8076915740967","25.480770111084","26.7605628967285","28.0788173675537","23.1884059906006"
Algeria,"DZA","Voice and Accountability: Standard Error","VA.STD.ERR","0.208809837698936","0.197282910346985","0.137709811329842","0.109549939632416","0.115554518997669","0.124397255480289","0.126841470599175"
American Samoa,"ASM","Control of Corruption: Estimate","CC.EST","","","0.791444957256317","0.317555278539658","0.29941114783287","1.22331142425537","1.31140065193176"
American Samoa,"ASM","Control of Corruption: Number of Sources","CC.NO.SRC","","","1","1","1","1","1"
American Samoa,"ASM","Control of Corruption: Percentile Rank","CC.PER.RNK","","","76.8472900390625","65.5339813232422","65.8767776489258","87.5","88.461540222168"
American Samoa,"ASM","Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval","CC.PER.RNK.LOWER","","","58.6206893920898","43.2038841247559","42.6540298461914","68.2692337036133","74.5192337036133"
American Samoa,"ASM","Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval","CC.PER.RNK.UPPER","","","91.625617980957","80.0970840454102","80.0947875976563","94.711540222168","95.1923065185547"
American Samoa,"ASM","Control of Corruption: Standard Error","CC.STD.ERR","","","0.393849045038223","0.4012451171875","0.433321326971054","0.422708541154861","0.380331456661224"
American Samoa,"ASM","Government Effectiveness: Estimate","GE.EST","","","-0.127275511622429","0.498143970966339","0.480951368808746","0.528136432170868","0.689502596855164"
American Samoa,"ASM","Government Effectiveness: Number of Sources","GE.NO.SRC","","","1","1","1","1","1"
American Samoa,"ASM","Government Effectiveness: Percentile Rank","GE.PER.RNK","","","52.2388076782227","68.4466018676758","67.7725143432617","70.6730804443359","74.038459777832"
American Samoa,"ASM","Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval","GE.PER.RNK.LOWER","","","24.3781089782715","46.6019401550293","48.8151664733887","46.6346168518066","48.5576934814453"
American Samoa,"ASM","Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval","GE.PER.RNK.UPPER","","","70.1492538452148","84.4660186767578","82.4644546508789","85.5769195556641","90.8653869628906"
American Samoa,"ASM","Government Effectiveness: Standard Error","GE.STD.ERR","","","0.410163253545761","0.451419293880463","0.398943334817886","0.433638542890549","0.490834087133408"
American Samoa,"ASM","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","0.7369264960289","0.984463036060333","0.952990829944611","1.19323575496674","1.17400634288788"
American Samoa,"ASM","Political Stability and Absence of Violence/Terrorism: Number of Sources","PV.NO.SRC","","","1","1","1","1","2"
American Samoa,"ASM","Political Stability and Absence of Violence/Terrorism: Percentile Rank","PV.PER.RNK","","","72.3300933837891","80.7692337036133","78.6729888916016","92.3809509277344","91.9811325073242"
American Samoa,"ASM","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval","PV.PER.RNK.LOWER","","","46.6019401550293","55.288459777832","58.7677726745605","68.0952377319336","65.5660400390625"
American Samoa,"ASM","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval","PV.PER.RNK.UPPER","","","98.0582504272461","100","99.5260696411133","99.523811340332","99.5283050537109"
American Samoa,"ASM","Political Stability and Absence of Violence/Terrorism: Standard Error","PV.STD.ERR","","","0.42519822716713","0.383233666419983","0.34492501616478","0.320921510457993","0.342520415782928"
American Samoa,"ASM","Regulatory Quality: Estimate","RQ.EST","","","0.497606158256531","0.390816241502762","0.358625292778015","0.132687509059906","0.542312026023865"
American Samoa,"ASM","Regulatory Quality: Number of Sources","RQ.NO.SRC","","","1","1","1","1","1"
American Samoa,"ASM","Regulatory Quality: Percentile Rank","RQ.PER.RNK","","","66.1691513061523","63.1067962646484","63.5071105957031","60.0961532592773","71.6346130371094"
American Samoa,"ASM","Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval","RQ.PER.RNK.LOWER","","","52.7363166809082","47.5728149414063","34.5971565246582","26.9230766296387","40.3846168518066"
American Samoa,"ASM","Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval","RQ.PER.RNK.UPPER","","","79.1044769287109","79.6116485595703","86.2559204101563","79.8076934814453","90.3846130371094"
American Samoa,"ASM","Regulatory Quality: Standard Error","RQ.STD.ERR","","","0.319958239793777","0.381994009017944","0.502660512924194","0.486573427915573","0.515425980091095"
American Samoa,"ASM","Rule of Law: Estimate","RL.EST","","","0.839596450328827","1.11797952651978","1.09636723995209","1.33219921588898","1.18507862091064"
American Samoa,"ASM","Rule of Law: Number of Sources","RL.NO.SRC","","","1","1","1","1","1"
American Samoa,"ASM","Rule of Law: Percentile Rank","RL.PER.RNK","","","74.5192337036133","85.0961532592773","85.4460067749023","87.9807662963867","86.0576934814453"
American Samoa,"ASM","Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval","RL.PER.RNK.LOWER","","","58.6538467407227","65.8653869628906","64.3192520141602","69.2307662963867","62.019229888916"
American Samoa,"ASM","Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval","RL.PER.RNK.UPPER","","","90.3846130371094","93.2692337036133","94.8356781005859","100","99.5192337036133"
American Samoa,"ASM","Rule of Law: Standard Error","RL.STD.ERR","","","0.347725838422775","0.357337206602097","0.398291945457459","0.51227080821991","0.526522874832153"
American Samoa,"ASM","Voice and Accountability: Estimate","VA.EST","","","0.503726005554199","0.967198193073273","1.02567172050476","","1.05725860595703"
American Samoa,"ASM","Voice and Accountability: Number of Sources","VA.NO.SRC","","","1","1","1","","1"
American Samoa,"ASM","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","64.4230804443359","79.3269195556641","80.7511749267578","","81.6425094604492"
American Samoa,"ASM","Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval","VA.PER.RNK.LOWER","","","46.6346168518066","51.4423065185547","57.7464790344238","","46.3768119812012"
American Samoa,"ASM","Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval","VA.PER.RNK.UPPER","","","82.6923065185547","100","100","","100"
American Samoa,"ASM","Voice and Accountability: Standard Error","VA.STD.ERR","","","0.338822394609451","0.511172235012054","0.429885238409042","","0.635575473308563"
Andorra,"AND","Control of Corruption: Estimate","CC.EST","1.31814324855804","1.31340384483337","1.11915028095245","1.27677536010742","1.26053082942963","1.22331142425537","1.31140065193176"
Andorra,"AND","Control of Corruption: Number of Sources","CC.NO.SRC","1","1","1","1","1","1","1"
Andorra,"AND","Control of Corruption: Percentile Rank","CC.PER.RNK","87.0967712402344","88.2978744506836","84.2364501953125","87.3786392211914","87.2037887573242","87.5","88.461540222168"
Andorra,"AND","Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval","CC.PER.RNK.LOWER","72.0430145263672","70.2127685546875","70.4433517456055","73.3009719848633","71.0900497436523","68.2692337036133","74.5192337036133"
Andorra,"AND","Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval","CC.PER.RNK.UPPER","96.7741928100586","95.2127685546875","91.625617980957","94.6601943969727","95.2606658935547","94.711540222168","95.1923065185547"
Andorra,"AND","Control of Corruption: Standard Error","CC.STD.ERR","0.480888694524765","0.461006760597229","0.393849045038223","0.4012451171875","0.433321326971054","0.422708541154861","0.380331456661224"
Andorra,"AND","Government Effectiveness: Estimate","GE.EST","1.41403770446777","1.38048672676086","1.50334131717682","1.52785265445709","1.52303469181061","1.85312378406525","1.81611633300781"
Andorra,"AND","Government Effectiveness: Number of Sources","GE.NO.SRC","1","1","1","1","1","1","1"
Andorra,"AND","Government Effectiveness: Percentile Rank","GE.PER.RNK","88.5245895385742","87.978141784668","90.0497512817383","90.7766952514648","91.4691925048828","98.0769195556641","96.6346130371094"
